project_id;track_id;section_id;segment_id;point_id;section_duration;section_speed;section_warning;section_weather;timestamp;lon_ontrack;lat_ontrack;lon_rtk;lat_rtk;sun_azimuth;sun_height;tair_thermohygro;tair_tc1;tair_tc2;tair_anemo;rh_thermohygro;ws;wdir;sw_up;sw_down;sw_front;sw_back;sw_left;sw_right;lw_up;lw_down;lw_front;lw_back;lw_left;lw_right;tmrt;pet
;;66;144;4727;;;;;2024-07-10 12:50:20;3.87534238770604;43.6130902183276;3.8753426;43.6130798;138.314114199672;63.4426574743527;30.8239871824216;34.421875;34.15625;34;36.4010070954452;2.1606648;189;90.9214317108907;7.05118215694215;60.575118610277;34.5152131337181;12.5045049791938;84.0411849667054;457.830482220735;476.398874510111;481.214797119427;485.062868651428;480.582481398656;493.030938873353;35.9372643849878;29.2530150224216
;;66;144;4728;;;;;2024-07-10 12:50:21;3.87533994019032;43.613082110662;3.8753396;43.6130715;138.321486470521;63.4446681033746;30.8640421149004;34.359375;34.109375;34;36.4544136720836;2.4178868;185;92.9809184051655;6.81003365636273;62.3798521017852;33.3347636860327;13.5442602091146;84.5813247062355;458.093108229052;477.060513461422;482.256022574391;485.040666432407;481.625341570329;494.364826984064;36.1209414737112;29.1066917149005
;;66;144;4729;;;;;2024-07-10 12:50:22;3.87533749267459;43.6130740029965;3.8753368;43.6130636;138.328859654045;63.4466784433951;30.8880750743877;34.4375;34.109375;34;36.4696726939803;2.4178868;180;95.4396390842961;6.34834389070796;62.1215360309525;35.1240360288663;14.4132638470249;84.2605092239987;459.018408382452;478.034360545228;483.337146693024;485.326837173302;482.300300369132;496.037802964107;36.3216480254646;29.1998119063877
;;66;144;4730;;;;;2024-07-10 12:50:23;3.87533504515886;43.613065895331;3.8753288;43.6130542;138.336233750248;63.448688494324;30.8560311284047;34.5;34.1640625;34;36.4658579385061;1.9548872;174;95.4928058377273;6.28652218419578;61.7418896844256;35.1890227423933;13.6309427775076;83.3092440139346;459.528142435764;479.15388048993;484.471777521983;485.796156041407;482.727855203793;497.998467006075;36.4183687308959;29.7572970484047
;;66;144;4731;;;;;2024-07-10 12:50:24;3.87533259764314;43.6130577876654;3.8753249;43.6130456;138.343608759234;63.450698256099;30.8613717860685;34.3671875;34.1171875;34;36.3685816739147;1.9034428;174;94.2119704141582;7.57600898456681;63.9080047497755;34.3181152722973;11.4556023425582;85.5837655763347;459.625737996695;480.60278902268;485.966691701647;486.617443483357;483.546924053836;500.165326621761;36.6382472064183;29.8734601060685
;;66;144;4732;;;;;2024-07-10 12:50:25;3.87533015012741;43.6130496799999;3.8753214;43.6130361;138.350984681082;63.4527077286509;30.8480201419089;34.5;34.1015625;34;36.2999160753796;2.0063316;180;95.382122323766;8.99527752343148;66.750786155556;34.8191970371243;10.7503808439232;86.7874687060676;460.076446300511;482.215427794153;488.820387391605;487.413263492251;485.40042228315;503.129282125393;37.0391841056741;29.9263438539089
;;66;144;4733;;;;;2024-07-10 12:50:26;3.87532770261168;43.6130415723344;3.8753176;43.6130274;138.358361515898;63.4547169119175;30.8400091554131;34.4140625;34.109375;34;36.309452964065;2.0063316;180;96.2704904401887;15.3221372749969;71.7131509438933;36.1155109543217;10.3544288104092;91.9996451735074;459.641695649515;487.637302188601;490.64934690514;488.08505173106;487.98165299745;507.880976789164;37.7067477921183;30.2145852834132
;;66;144;4734;;;;;2024-07-10 12:50:27;3.87532525509596;43.6130334646689;3.8753146;43.613019;138.365739263682;63.4567258058086;30.8640421149004;34.390625;34.1484375;34;36.3647669184405;2.057776;180;99.4788623426989;34.1571505257071;78.2897737371652;36.6832896093475;14.9024323108712;100.208823109725;459.093115086303;501.193966165259;494.704877927095;489.159523839977;487.017689243703;515.449311464448;38.7983547709667;30.6348820765004
;;66;144;4735;;;;;2024-07-10 12:50:28;3.87532280758023;43.6130253570033;3.8753141;43.6130109;138.373117924619;63.4587344102828;30.8613717860685;34.4375;34.15625;34;36.3952849622339;2.2635536;180;781.116758062453;55.9267218025591;351.604267073186;44.3196559929438;282.361279292259;104.355341715257;462.253473045923;521.136301049233;495.493239281419;492.100722512138;488.610314360404;521.421115901628;55.1886621600691;37.9044729700685
;;66;144;4736;;;;;2024-07-10 12:50:29;3.8753203600645;43.6130172493378;3.8753108;43.6130023;138.380497498682;63.460742725243;30.8747234302281;34.4375;34.09375;34;36.4067292286564;2.4693312;180;796.161499281108;52.7992449759537;351.65166850706;58.9425216248657;243.901661145885;103.51115834846;462.489529694008;530.653538990912;489.18191939591;498.270353276772;492.107716944952;517.902803179242;54.8336462748019;37.4197295102281
;;66;144;4737;;;;;2024-07-10 12:50:30;3.87531791254878;43.6130091416723;3.875305;43.612994;138.387877986029;63.4627507506409;30.9014267185473;34.4453125;34.171875;34;36.376211184863;2.6236644;182;150.375878736482;23.0467814262845;66.2737276880416;66.8529438201122;44.7521627845958;88.3038164143343;458.828574086682;514.809406967395;484.769021455745;505.839900004302;490.610304276763;514.068270439803;40.273048683086;30.7261511985474
;;66;144;4738;;;;;2024-07-10 12:50:31;3.87531546503305;43.6130010340068;3.8753008;43.6129867;138.395259386713;63.4647584864;30.8747234302281;34.390625;34.1796875;34;36.3189898527504;2.7265532;180;106.255690068685;13.4740628569201;63.6449050480014;53.720069613465;27.8865227564004;85.7089094172608;454.511467417308;499.235014033069;481.582609870644;505.079408905109;488.535542275809;508.243128364176;38.5815022854965;29.8341990398281
